CGPA,skills_score,projects_count,internships_done,communication_score,aptitude_score,coding_test_score,resume_score,extracurricular,college_tier,hackathons_participated,certifications_count,linkedin_activity_score,github_score,soft_skills_score,interview_score,consistency_score,backlogs,placement_training,selected
7.99,9,5,2,4,5,6,7,No,Tier 1,0,4,7,4,3,7,2,4,No,No
8.68,4,4,1,10,4,5,2,No,Tier 2,4,1,1,7,10,7,7,3,Yes,Yes
9.99,7,3,3,1,7,3,5,No,Tier 2,2,9,2,1,2,7,3,0,No,No
9.67,9,3,1,6,3,3,5,Yes,Tier 1,4,5,5,2,2,9,2,2,Yes,No
8.21,5,3,0,6,10,9,8,Yes,Tier 2,0,5,5,5,10,1,5,4,No,No
7.11,2,4,0,9,7,5,8,Yes,Tier 1,3,4,7,7,6,9,9,2,Yes,Yes
8.18,5,5,2,2,9,3,4,Yes,Tier 2,5,2,7,7,5,4,3,0,Yes,Yes
8.93,4,2,3,5,2,8,10,No,Tier 2,1,7,3,9,6,4,1,5,Yes,No
5.59,8,3,2,5,5,8,1,No,Tier 2,5,4,4,3,7,4,1,5,Yes,Yes
7.05,5,2,2,7,1,3,6,Yes,Tier 2,5,9,2,10,4,5,7,0,No,Yes
9.2,9,0,2,5,7,7,7,No,Tier 1,2,8,2,2,7,1,1,0,No,No
6.92,9,5,3,10,2,9,1,No,Tier 1,1,3,3,1,7,4,5,1,No,No
7.86,3,1,0,4,5,3,8,Yes,Tier 2,5,3,7,8,3,6,7,2,No,Yes
7.94,10,2,0,10,1,8,9,Yes,Tier 2,5,1,6,7,2,4,3,5,Yes,Yes
5.92,6,5,2,2,1,1,8,Yes,Tier 1,3,2,1,9,3,5,9,0,No,Yes
6.81,6,0,1,8,4,3,3,Yes,Tier 3,2,6,9,2,5,1,2,0,No,No
6.67,4,5,0,5,7,4,9,Yes,Tier 2,1,5,1,9,5,10,6,1,Yes,Yes
5.13,10,1,0,4,7,3,10,No,Tier 3,3,6,7,10,2,9,7,2,Yes,Yes
5.12,3,3,3,9,8,9,3,No,Tier 2,2,6,8,8,7,7,1,3,No,Yes
9.16,1,3,0,2,9,10,4,No,Tier 2,3,8,6,4,2,8,2,1,Yes,Yes
6.37,7,3,0,3,4,5,6,No,Tier 1,5,2,1,10,10,8,5,2,No,Yes
7.59,5,4,2,8,2,3,7,Yes,Tier 3,2,5,2,4,10,10,9,4,Yes,Yes
6.49,10,4,2,4,10,3,8,Yes,Tier 1,2,1,7,4,8,8,3,0,Yes,Yes
9.7,7,4,3,9,10,2,7,Yes,Tier 3,5,2,5,5,8,4,9,1,Yes,Yes
6.3,1,4,3,10,3,10,3,No,Tier 2,3,5,9,1,9,8,10,3,Yes,No
7.15,8,0,1,10,9,6,2,No,Tier 1,0,0,8,5,1,9,7,5,Yes,Yes
9.36,3,5,0,10,8,9,2,Yes,Tier 2,1,7,4,9,4,3,7,1,Yes,Yes
9.21,7,0,2,10,6,7,9,No,Tier 3,0,3,5,9,3,7,8,2,Yes,Yes
5.93,3,3,2,9,3,2,7,Yes,Tier 2,4,4,10,9,2,7,2,2,Yes,Yes
9.01,3,1,0,10,10,9,7,Yes,Tier 1,1,4,3,3,2,6,1,5,No,Yes
7.29,10,4,3,9,8,3,5,No,Tier 3,2,5,2,1,5,2,2,1,No,Yes
7.41,9,5,2,1,2,7,6,Yes,Tier 2,5,0,5,2,7,3,2,5,Yes,Yes
5.67,2,1,3,6,4,10,7,No,Tier 1,1,7,4,7,7,7,4,1,No,Yes
5.4,4,0,2,10,4,7,9,No,Tier 3,1,4,7,5,1,10,2,0,Yes,No
8.64,6,4,2,6,9,4,10,No,Tier 2,4,2,10,10,8,8,5,5,Yes,Yes
7.48,3,0,1,8,8,4,4,No,Tier 2,5,7,10,2,6,7,9,4,Yes,Yes
7.18,10,0,2,7,7,2,6,Yes,Tier 2,0,9,1,7,10,8,3,3,Yes,No
8.65,10,2,0,7,4,2,1,No,Tier 2,2,2,6,8,8,3,10,3,No,Yes
8.83,7,5,0,2,7,2,7,No,Tier 2,1,2,9,2,4,7,2,5,Yes,Yes
5.79,7,0,0,4,1,5,4,Yes,Tier 2,0,7,6,8,6,6,4,0,No,Yes
8.05,5,3,3,1,8,3,2,Yes,Tier 1,4,9,9,1,1,3,8,5,No,Yes
5.68,3,0,2,7,8,10,4,No,Tier 1,0,7,2,9,4,3,5,2,No,Yes
8.76,2,4,3,4,9,7,8,Yes,Tier 2,4,2,8,9,6,4,1,5,Yes,Yes
8.28,4,3,1,9,9,7,2,No,Tier 3,5,3,10,4,10,1,2,3,Yes,No
9.78,4,0,2,6,1,6,1,Yes,Tier 3,1,5,9,9,7,6,7,0,Yes,Yes
5.34,8,3,0,6,10,8,1,Yes,Tier 2,2,0,3,5,10,10,7,4,Yes,Yes
5.29,8,0,1,9,7,4,7,No,Tier 2,0,8,6,1,5,4,1,2,No,No
6.41,5,5,1,8,1,9,7,No,Tier 2,4,1,5,8,3,10,1,1,Yes,Yes
6.31,6,3,2,6,6,10,4,No,Tier 2,2,0,6,4,9,10,4,4,Yes,Yes
6.23,8,1,0,6,5,10,5,Yes,Tier 2,1,4,9,6,10,2,5,3,Yes,Yes
9.53,1,2,3,6,2,5,5,Yes,Tier 2,0,6,3,1,8,9,9,0,No,Yes
6.25,5,3,2,4,3,4,7,No,Tier 2,3,7,8,10,10,5,6,1,Yes,No
6.36,4,4,0,5,8,3,3,Yes,Tier 1,2,4,7,1,1,4,7,3,Yes,No
8.8,4,2,1,3,2,9,5,Yes,Tier 3,0,7,10,9,2,4,2,3,Yes,Yes
7.25,2,2,2,9,4,4,7,Yes,Tier 1,4,2,9,5,2,4,2,5,No,Yes
8.88,10,0,1,2,3,9,7,Yes,Tier 1,3,6,4,7,9,5,8,1,No,Yes
5.33,1,3,0,7,7,1,9,Yes,Tier 3,2,7,3,6,6,3,5,5,Yes,Yes
7.44,6,5,3,1,8,5,4,Yes,Tier 3,5,4,9,3,9,7,3,0,Yes,Yes
5.17,7,2,3,10,4,1,1,Yes,Tier 1,5,4,3,10,8,6,2,2,No,Yes
5.31,5,4,1,7,6,9,5,Yes,Tier 3,3,6,3,6,6,1,3,3,Yes,Yes
9.53,8,5,1,2,3,7,4,No,Tier 3,2,1,1,1,6,4,8,4,Yes,Yes
5.7,9,5,1,5,7,10,3,Yes,Tier 2,5,2,4,10,6,5,2,3,No,Yes
7.66,2,4,2,1,8,9,7,No,Tier 2,1,8,7,10,5,3,7,3,No,Yes
7.06,4,4,0,5,7,5,9,No,Tier 1,5,6,8,5,1,1,8,3,Yes,No
6.74,9,0,1,4,4,10,4,No,Tier 2,4,5,2,3,6,4,10,5,No,Yes
9.5,5,1,1,1,10,9,6,Yes,Tier 2,4,0,10,5,1,6,10,4,Yes,No
5.11,3,3,1,1,9,4,1,Yes,Tier 1,1,6,7,3,8,5,7,0,Yes,No
8.32,6,2,3,7,10,3,1,No,Tier 1,2,4,9,3,7,7,6,3,No,Yes
9.82,3,3,1,3,8,2,3,Yes,Tier 1,2,5,4,3,4,10,8,3,Yes,Yes
7.8,5,5,0,10,6,4,5,No,Tier 2,4,1,9,3,7,4,8,1,No,Yes
9.68,3,2,3,9,2,3,6,No,Tier 3,0,7,10,5,7,2,8,3,No,Yes
5.26,6,0,0,9,10,9,9,No,Tier 1,5,9,4,7,7,9,8,3,No,Yes
7.09,10,3,3,10,7,8,9,No,Tier 3,2,5,10,7,4,6,8,2,Yes,Yes
6.3,5,0,3,9,9,1,10,Yes,Tier 3,1,1,10,4,9,5,7,2,Yes,Yes
8.65,9,0,2,1,9,2,1,Yes,Tier 1,4,7,1,2,5,1,3,1,Yes,Yes
9.91,3,3,3,4,9,3,2,Yes,Tier 3,1,0,6,8,2,5,4,0,No,Yes
6.28,6,3,3,1,9,6,8,No,Tier 2,1,1,4,7,7,8,6,3,No,Yes
8.27,8,2,0,1,6,5,5,No,Tier 2,2,4,5,9,5,10,10,0,Yes,Yes
5.99,7,5,0,9,1,5,3,No,Tier 2,5,5,8,7,6,3,4,5,Yes,Yes
7.83,6,5,1,5,6,6,9,No,Tier 3,1,4,2,5,7,5,5,3,No,Yes
7.32,2,4,2,1,5,8,2,No,Tier 2,4,1,9,9,3,3,9,0,No,No
9.86,7,0,3,3,7,1,7,No,Tier 2,0,2,3,8,5,10,2,4,Yes,Yes
8.04,8,5,2,7,8,5,10,Yes,Tier 2,4,9,3,4,6,8,4,5,Yes,Yes
6.75,1,1,1,2,1,6,8,No,Tier 2,3,3,6,5,2,6,3,3,Yes,No
5.57,9,2,2,4,10,10,2,Yes,Tier 1,4,7,5,4,9,10,6,2,No,Yes
5.76,4,2,3,2,4,6,1,Yes,Tier 2,3,0,6,10,4,7,1,0,No,Yes
6.13,8,4,0,9,4,9,3,No,Tier 2,2,5,5,9,1,3,9,1,Yes,Yes
6.25,10,4,2,9,1,10,8,No,Tier 1,3,6,8,7,8,3,7,4,No,Yes
9.25,7,0,3,7,4,7,4,No,Tier 2,0,8,9,5,3,4,4,2,No,Yes
7.81,10,2,1,7,7,4,5,Yes,Tier 2,2,2,2,1,2,9,9,4,Yes,Yes
7.62,7,2,3,2,6,7,9,Yes,Tier 1,0,9,9,6,7,7,9,4,Yes,Yes
5.57,2,1,2,10,4,7,4,Yes,Tier 3,3,2,10,2,10,4,6,0,No,Yes
9.3,1,0,3,8,2,6,9,Yes,Tier 1,2,9,8,5,10,10,4,5,No,Yes
8.61,4,0,3,1,7,8,6,Yes,Tier 1,3,3,1,9,1,3,6,0,Yes,No
5.34,2,5,2,8,8,8,7,Yes,Tier 3,1,0,8,10,9,8,8,3,Yes,Yes
8.54,8,4,2,5,9,10,8,No,Tier 3,0,6,7,9,2,10,7,4,Yes,Yes
7.72,10,5,1,4,9,6,10,Yes,Tier 2,1,9,1,9,4,4,2,3,Yes,Yes
5.41,7,0,3,10,4,2,10,No,Tier 3,0,2,3,2,4,7,2,4,No,Yes
7.29,8,1,0,2,3,5,1,Yes,Tier 3,0,4,6,4,5,3,2,4,Yes,Yes
7.42,6,0,2,3,5,1,9,Yes,Tier 1,2,6,1,9,2,8,7,5,Yes,No
5.83,1,5,3,10,6,10,2,No,Tier 2,5,4,5,7,6,2,5,3,No,Yes
9.73,9,3,0,2,8,10,3,No,Tier 1,1,5,6,5,4,4,6,2,Yes,Yes
9.25,6,3,0,4,3,10,1,No,Tier 2,3,3,2,2,7,6,9,3,Yes,Yes
8.35,10,1,3,3,6,9,10,Yes,Tier 1,2,0,7,9,5,6,6,1,Yes,No
7.31,1,4,3,5,5,4,3,No,Tier 1,5,6,7,2,6,4,9,1,Yes,Yes
7.06,1,2,3,7,7,1,2,No,Tier 3,0,1,6,7,10,5,9,1,No,Yes
8.25,8,0,0,9,9,3,7,Yes,Tier 3,3,6,6,10,6,6,7,5,Yes,Yes
7.73,6,5,3,5,7,10,7,Yes,Tier 3,0,0,6,9,7,9,3,1,Yes,Yes
5.31,8,4,2,8,6,2,6,Yes,Tier 1,0,8,9,4,5,8,3,5,Yes,No
7.56,8,5,0,2,9,9,10,Yes,Tier 2,3,9,9,9,4,5,9,2,Yes,Yes
9.03,8,4,2,6,10,7,4,Yes,Tier 2,4,3,2,8,10,7,1,5,Yes,Yes
7.3,10,0,2,8,4,10,3,Yes,Tier 2,3,8,9,7,9,2,2,1,Yes,Yes
5.26,7,2,3,9,1,10,7,Yes,Tier 2,2,2,2,8,6,10,5,2,Yes,No
8.93,7,0,2,4,8,6,3,Yes,Tier 1,3,1,3,4,7,1,5,2,No,No
6.01,10,2,3,4,6,4,9,Yes,Tier 2,2,4,9,7,8,9,1,3,No,Yes
6.29,4,5,0,7,6,4,10,Yes,Tier 3,1,2,3,3,1,10,3,0,Yes,No
5.82,9,1,2,4,5,7,8,Yes,Tier 1,3,5,4,5,3,1,9,1,No,Yes
6.65,2,2,3,5,10,8,7,Yes,Tier 2,5,3,5,2,8,2,6,0,Yes,Yes
8.78,9,4,1,2,3,4,2,Yes,Tier 2,1,3,1,8,8,3,1,1,Yes,No
7.6,10,1,3,2,6,7,10,Yes,Tier 2,3,9,2,2,10,8,9,0,Yes,Yes
6.02,3,5,1,10,1,3,3,No,Tier 3,5,4,6,7,8,6,9,0,Yes,Yes
9.39,2,3,3,5,7,9,8,Yes,Tier 2,2,5,2,8,3,6,5,2,Yes,Yes
9.4,4,1,1,10,6,3,3,No,Tier 2,5,9,2,6,7,7,7,5,Yes,Yes
9.35,5,2,2,10,5,3,8,Yes,Tier 1,5,9,4,4,10,9,2,1,Yes,Yes
6.19,2,1,1,2,3,10,4,Yes,Tier 1,1,9,7,4,6,4,9,1,Yes,Yes
7.26,1,5,2,6,8,2,5,No,Tier 1,4,5,1,6,10,8,9,1,Yes,Yes
9.92,10,1,2,6,4,3,9,No,Tier 3,3,6,6,8,6,4,9,0,Yes,Yes
8.86,5,5,3,8,9,8,10,Yes,Tier 2,2,6,2,9,4,4,1,3,Yes,Yes
5.14,9,3,2,1,9,2,2,No,Tier 1,2,3,6,6,10,7,1,1,Yes,Yes
5.33,5,2,0,7,5,1,3,Yes,Tier 2,0,5,4,3,2,4,5,5,No,Yes
7.32,10,4,1,7,7,5,1,Yes,Tier 2,2,3,7,10,2,7,2,2,Yes,Yes
9.55,9,1,3,9,6,8,8,Yes,Tier 3,2,1,9,4,7,4,5,0,No,Yes
7.69,10,0,2,4,6,6,9,Yes,Tier 2,3,7,1,5,3,7,5,0,Yes,Yes
7.49,6,4,1,7,4,2,10,No,Tier 1,1,0,10,3,10,6,3,2,Yes,No
5.53,3,1,1,6,10,9,9,Yes,Tier 2,5,4,6,5,3,7,1,4,Yes,Yes
8.28,4,4,0,4,8,4,3,Yes,Tier 2,3,2,3,8,6,1,6,4,No,No
9.11,4,0,1,10,10,3,5,Yes,Tier 2,3,5,7,4,4,8,1,3,Yes,Yes
6.9,1,4,3,8,3,4,9,Yes,Tier 2,4,7,6,7,3,1,4,3,No,Yes
8.88,3,4,3,3,5,3,5,No,Tier 1,5,0,2,1,6,4,1,5,No,No
9.82,3,0,2,8,1,8,1,Yes,Tier 2,4,9,5,7,1,9,2,4,Yes,Yes
6.02,1,0,2,5,1,1,1,No,Tier 3,3,3,7,1,1,10,5,4,No,Yes
7.62,9,0,3,4,9,1,4,No,Tier 1,4,3,4,2,8,6,10,0,Yes,Yes
6.44,1,3,1,3,4,9,7,Yes,Tier 1,0,5,4,1,8,3,4,5,Yes,No
8.96,9,5,1,10,9,7,7,Yes,Tier 2,2,0,10,3,9,1,1,4,No,Yes
7.89,1,5,0,7,7,9,7,No,Tier 2,5,5,2,8,3,6,4,3,Yes,Yes
8.17,2,0,2,7,10,3,6,Yes,Tier 2,3,9,8,8,5,1,3,5,Yes,Yes
8.99,2,5,1,6,8,3,1,No,Tier 1,1,8,3,7,6,3,9,4,Yes,Yes
6.98,6,4,1,3,9,2,3,No,Tier 3,4,0,8,7,3,8,2,2,No,Yes
9.58,7,0,2,9,1,2,5,Yes,Tier 2,0,2,8,5,8,5,7,5,Yes,No
7.67,1,1,3,2,7,9,4,No,Tier 1,4,4,1,10,3,4,1,5,Yes,Yes
5.79,3,0,1,3,8,2,4,Yes,Tier 1,0,9,8,9,9,10,4,4,Yes,Yes
8.48,2,0,0,1,2,4,9,Yes,Tier 3,5,1,2,1,5,3,5,3,No,Yes
8.97,8,5,1,7,10,4,7,Yes,Tier 2,0,2,10,4,10,10,4,1,Yes,No
6.58,9,2,1,2,9,9,9,No,Tier 1,5,1,6,6,7,10,3,3,No,Yes
9.29,2,4,0,10,1,3,7,Yes,Tier 1,5,3,1,4,7,10,5,4,Yes,No
9.53,2,5,3,8,3,10,10,No,Tier 1,0,7,4,2,5,6,9,5,Yes,Yes
6.38,10,4,0,9,9,2,3,No,Tier 2,3,8,7,2,8,4,6,0,Yes,Yes
9.92,9,1,0,2,1,3,10,Yes,Tier 3,2,7,7,2,1,7,7,0,Yes,No
5.7,4,3,2,6,4,9,4,Yes,Tier 1,3,9,6,7,6,8,8,5,No,Yes
6.01,5,2,1,1,10,5,9,Yes,Tier 2,2,9,5,5,3,8,8,2,No,No
5.92,9,1,3,8,6,5,1,Yes,Tier 2,1,0,4,2,2,6,10,0,Yes,Yes
9.47,6,1,1,5,6,7,3,No,Tier 2,4,8,7,9,2,5,5,4,Yes,Yes
8.27,10,4,3,9,4,1,4,Yes,Tier 1,3,4,5,2,4,7,3,1,Yes,Yes
5.76,9,2,0,3,10,10,4,No,Tier 1,4,1,7,7,9,9,9,1,Yes,Yes
7.2,9,4,2,2,10,5,7,Yes,Tier 1,5,8,1,1,1,10,8,0,Yes,Yes
8.08,7,3,0,7,10,9,4,No,Tier 1,4,1,7,6,3,8,5,4,No,Yes
5.42,10,4,1,7,10,6,10,Yes,Tier 3,5,0,2,6,1,5,10,5,Yes,Yes
9.41,9,0,2,10,1,8,8,Yes,Tier 2,5,2,1,5,1,3,7,0,Yes,Yes
9.02,5,4,2,5,5,10,1,Yes,Tier 2,1,5,9,7,10,7,3,5,Yes,Yes
7.53,5,0,1,7,5,8,3,Yes,Tier 3,4,2,4,10,7,7,2,3,Yes,Yes
9.84,8,1,3,6,3,1,10,No,Tier 2,2,5,4,8,8,8,10,2,No,Yes
7.09,10,3,2,9,3,8,10,No,Tier 2,3,2,4,2,10,10,2,3,No,Yes
9.92,4,5,3,3,4,6,6,Yes,Tier 1,1,9,2,3,3,6,7,1,Yes,No
8.34,9,0,3,4,3,4,3,Yes,Tier 2,5,1,3,8,1,7,5,3,Yes,No
8.17,7,3,3,9,3,3,8,No,Tier 2,5,1,3,5,1,2,5,5,Yes,Yes
5.83,7,4,2,10,3,5,7,Yes,Tier 3,2,3,1,6,7,10,7,1,Yes,Yes
9.41,3,5,0,8,7,5,5,Yes,Tier 2,5,2,8,4,9,2,8,2,Yes,Yes
7.14,4,4,2,10,9,7,2,Yes,Tier 1,2,7,8,1,5,6,5,2,Yes,Yes
5.81,7,1,0,6,1,9,5,No,Tier 2,5,0,3,8,1,1,6,1,Yes,Yes
5.06,5,4,2,3,8,1,9,Yes,Tier 3,5,5,10,4,2,7,7,4,Yes,No
7.8,3,0,0,9,10,9,5,Yes,Tier 1,1,5,7,9,4,6,10,0,Yes,Yes
7.64,1,1,0,9,1,3,3,No,Tier 1,1,4,10,2,9,3,7,2,No,Yes
8.6,7,3,2,6,9,6,7,No,Tier 1,4,9,8,8,7,8,9,2,No,Yes
9.45,6,1,3,2,8,6,3,Yes,Tier 3,0,7,5,9,3,1,2,0,No,Yes
5.4,10,3,3,7,6,4,8,Yes,Tier 1,5,0,3,6,9,4,7,2,No,Yes
8.66,7,2,0,9,6,2,5,No,Tier 1,2,4,5,8,3,8,3,2,No,Yes
5.94,2,0,1,9,10,5,5,No,Tier 3,5,3,1,4,2,9,2,5,Yes,No
9.29,4,0,1,3,7,3,6,Yes,Tier 2,2,7,5,10,10,2,10,4,Yes,Yes
9.1,2,3,2,2,8,4,10,Yes,Tier 1,0,9,7,1,6,6,7,3,Yes,No
7.7,8,4,2,5,7,6,6,No,Tier 1,2,1,1,2,8,8,6,3,Yes,No
8.55,7,5,2,10,1,7,3,Yes,Tier 2,5,9,8,1,8,3,9,0,No,Yes
6.57,1,4,1,7,10,2,7,Yes,Tier 1,3,6,7,9,9,8,5,1,Yes,Yes
7.36,2,2,3,3,4,3,9,No,Tier 2,4,1,5,5,5,8,3,0,Yes,Yes
9.11,2,3,2,4,4,7,1,No,Tier 2,4,7,1,6,6,3,7,2,No,Yes
7.3,4,2,2,10,9,5,4,No,Tier 2,3,4,9,8,5,4,6,3,Yes,Yes
6.79,3,3,3,2,9,4,4,No,Tier 2,0,1,8,9,2,3,9,3,Yes,Yes
7.47,1,2,0,10,3,4,1,Yes,Tier 1,1,0,5,3,8,3,3,1,No,Yes
9.14,2,3,2,2,9,9,6,Yes,Tier 1,2,8,10,2,10,5,4,3,Yes,Yes
6.68,9,0,1,7,5,9,2,Yes,Tier 1,2,1,9,3,9,7,5,0,Yes,Yes
5.87,1,2,1,2,6,10,6,No,Tier 2,1,0,3,6,8,2,8,1,Yes,No
8.56,9,2,2,1,7,7,1,No,Tier 2,1,6,6,1,8,3,5,4,Yes,Yes
9.13,7,3,1,4,3,1,10,No,Tier 2,0,5,6,2,10,9,4,0,Yes,Yes
5.5,2,1,3,6,4,1,5,Yes,Tier 3,5,7,10,8,6,3,10,2,Yes,Yes
6.2,2,1,0,10,5,3,6,Yes,Tier 3,2,9,9,8,9,6,1,4,Yes,Yes
5.71,5,0,0,10,1,3,10,Yes,Tier 1,1,2,8,6,2,6,2,3,Yes,Yes
6.74,5,4,2,4,8,7,2,Yes,Tier 1,2,2,5,8,7,5,5,3,No,Yes
7.25,4,4,2,1,7,2,1,No,Tier 3,5,5,8,8,6,6,4,1,Yes,Yes
8.74,10,0,0,1,2,8,7,Yes,Tier 2,3,5,3,5,4,2,8,4,Yes,Yes
8.26,10,4,0,9,7,1,1,No,Tier 3,5,2,8,4,10,7,3,2,Yes,Yes
8.1,3,5,2,1,9,8,7,No,Tier 1,1,5,10,7,10,4,2,3,Yes,Yes
6.76,4,5,1,7,5,9,1,Yes,Tier 1,0,0,3,10,3,5,2,0,Yes,Yes
9.21,10,5,2,7,6,5,9,No,Tier 1,0,0,7,1,7,6,6,3,Yes,Yes
7.36,4,5,3,1,5,4,5,No,Tier 3,5,4,3,7,6,4,10,1,Yes,Yes
9.9,2,3,2,1,1,6,6,No,Tier 1,2,3,7,8,6,9,5,5,Yes,Yes
8.17,5,1,2,6,6,6,7,Yes,Tier 1,2,1,1,3,1,6,9,2,No,No
5.63,5,0,2,8,7,8,1,No,Tier 2,5,2,9,8,9,4,4,2,Yes,Yes
8.38,5,3,2,7,5,8,8,Yes,Tier 3,0,0,3,6,7,7,6,3,Yes,Yes
6.63,10,5,2,6,3,1,6,Yes,Tier 2,2,5,1,3,5,7,9,4,No,No
8.43,1,0,2,10,6,9,2,No,Tier 1,0,9,9,6,1,4,2,4,Yes,Yes
5.35,6,1,1,3,7,10,1,Yes,Tier 3,4,4,9,6,10,1,4,4,Yes,Yes
5.87,2,4,2,7,10,1,1,Yes,Tier 1,0,9,10,4,2,5,2,2,No,Yes
9.28,7,3,0,6,10,3,4,Yes,Tier 2,5,5,7,5,2,4,5,0,Yes,Yes
6.14,4,1,2,8,9,7,3,Yes,Tier 1,5,5,6,5,5,2,1,2,No,Yes
9.19,5,0,1,4,7,5,6,No,Tier 2,4,1,2,6,6,9,4,2,Yes,Yes
6.4,5,2,3,9,3,6,10,No,Tier 1,3,7,7,6,9,10,5,5,No,Yes
8.21,5,3,0,1,1,8,8,Yes,Tier 3,5,5,5,3,8,5,9,3,Yes,No
8.47,2,0,2,7,7,4,1,No,Tier 3,3,1,7,2,7,2,5,3,No,No
7.56,5,0,2,9,8,4,7,Yes,Tier 1,3,0,6,1,10,3,6,4,Yes,No
6.53,3,1,0,10,1,8,8,Yes,Tier 3,1,8,7,1,7,10,8,2,No,Yes
6.06,4,0,2,1,5,3,5,No,Tier 3,0,3,10,8,4,2,3,2,Yes,No
5.17,2,3,1,10,8,6,8,Yes,Tier 2,4,9,7,4,2,2,10,1,Yes,Yes
6.52,4,5,2,3,10,4,1,No,Tier 2,4,7,4,5,1,1,4,3,No,No
8.27,9,3,3,7,7,6,2,No,Tier 2,4,1,8,8,8,3,5,1,No,Yes
9.69,8,0,1,9,2,4,4,Yes,Tier 2,5,8,1,10,4,2,7,2,No,No
9.36,3,1,2,1,4,2,1,Yes,Tier 2,0,7,1,7,10,10,5,5,No,No
8.83,1,3,3,6,6,10,5,No,Tier 1,5,1,2,4,2,6,5,0,No,Yes
8.94,1,2,0,2,7,3,10,Yes,Tier 1,3,8,8,7,6,10,9,5,Yes,Yes
8.32,6,5,1,5,7,8,3,Yes,Tier 2,1,7,8,3,3,6,6,5,Yes,Yes
6.3,3,4,2,7,3,1,2,Yes,Tier 1,0,1,7,6,2,4,4,5,Yes,Yes
9.54,4,1,2,7,8,10,7,No,Tier 1,5,5,4,2,7,8,6,5,No,Yes
8.35,1,1,0,10,7,6,2,Yes,Tier 2,1,4,2,6,4,7,10,5,Yes,No
7.8,8,4,0,7,4,9,9,Yes,Tier 1,1,1,2,6,5,2,3,5,Yes,No
5.55,1,4,1,4,10,1,6,No,Tier 1,1,7,10,3,6,1,6,1,Yes,Yes
7.24,5,3,1,6,4,4,8,No,Tier 1,0,0,6,10,7,5,9,3,Yes,Yes
7.3,6,0,1,10,4,7,3,No,Tier 1,3,7,9,9,7,5,3,5,Yes,No
9.32,2,0,2,6,5,6,5,Yes,Tier 1,5,5,5,5,4,6,1,2,No,No
7.73,7,2,2,7,2,6,3,Yes,Tier 2,3,8,7,5,8,3,9,1,Yes,Yes
6.9,7,5,1,9,9,9,9,No,Tier 2,2,5,3,1,4,2,3,5,Yes,Yes
9.88,1,0,2,6,6,8,1,Yes,Tier 2,4,0,6,4,4,4,8,3,No,Yes
5.55,4,2,0,10,8,5,8,Yes,Tier 2,4,9,9,1,8,8,9,2,No,No
7.11,4,2,3,1,1,2,6,Yes,Tier 1,3,4,4,10,9,1,2,2,Yes,No
5.21,5,1,2,8,6,3,7,Yes,Tier 3,4,6,4,1,6,7,5,1,No,Yes
8.7,1,1,1,2,6,10,2,No,Tier 3,3,3,4,7,2,2,4,1,Yes,Yes
9.59,1,5,2,3,8,3,7,Yes,Tier 1,1,3,3,5,10,3,5,3,Yes,Yes
6.4,7,3,0,5,1,4,1,No,Tier 1,5,2,9,8,8,2,4,0,Yes,Yes
9.29,9,4,1,6,5,2,7,Yes,Tier 2,2,7,5,4,10,3,4,1,No,Yes
6.46,1,4,3,7,3,8,8,Yes,Tier 2,4,4,4,9,9,3,3,3,Yes,No
9.55,2,5,1,4,6,8,2,No,Tier 2,1,5,3,10,9,5,2,2,Yes,No
8.77,6,2,1,3,9,8,10,Yes,Tier 2,4,2,5,4,8,5,8,3,Yes,Yes
9.02,6,5,1,9,10,10,2,Yes,Tier 2,2,0,5,2,2,3,3,1,No,Yes
5.09,2,4,2,4,3,5,3,Yes,Tier 3,0,7,6,3,5,7,10,4,Yes,No
9.81,9,2,3,9,9,10,10,Yes,Tier 1,2,7,5,9,2,6,2,1,Yes,Yes
8.63,4,4,0,9,9,6,4,No,Tier 2,1,6,8,3,1,9,8,3,Yes,Yes
6.52,7,3,2,3,1,6,8,Yes,Tier 2,2,6,2,1,4,4,8,5,Yes,Yes
9.15,6,1,3,3,2,7,3,No,Tier 2,1,3,5,9,7,1,5,5,Yes,No
6.41,3,1,3,8,4,1,6,No,Tier 3,2,9,2,2,1,10,2,4,Yes,No
9.36,8,2,2,1,7,10,10,No,Tier 2,4,5,3,2,3,7,10,1,Yes,Yes
5.56,7,5,1,6,2,3,8,No,Tier 2,5,5,5,8,5,6,8,0,Yes,Yes
8.52,9,4,3,6,7,3,10,No,Tier 3,2,7,4,3,10,5,4,4,Yes,No
7.7,3,0,0,9,5,7,2,No,Tier 2,2,0,10,3,9,4,5,3,No,No
5.48,1,3,2,2,10,6,4,Yes,Tier 2,3,5,10,3,9,5,9,4,Yes,Yes
6.21,2,4,3,8,7,9,1,Yes,Tier 1,2,1,7,6,10,6,6,4,No,No
5.06,1,0,0,7,9,9,8,No,Tier 2,4,4,9,4,7,5,4,3,Yes,Yes
7.34,5,3,0,2,9,9,1,Yes,Tier 1,1,8,1,2,7,1,10,0,Yes,Yes
6.51,10,3,0,1,3,4,9,Yes,Tier 1,0,0,6,4,10,10,8,3,Yes,Yes
7.99,2,1,0,4,3,3,6,No,Tier 3,0,5,5,3,3,3,1,4,Yes,No
6.49,3,2,2,2,7,4,3,Yes,Tier 2,0,8,2,7,7,4,6,3,Yes,Yes
